,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
195170,195170,211820928,1615,17,Southeast,1010,1,26,THEFT OF IDENTITY,0100 1822 0928,48,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,10400    JUNIPER                      ST,BROADWAY,1449,4245,1,10,16,0,1,0
193472,193472,210813267,1330,7,West LA,428,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822,40,2,17,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,9500 W  PICO                         BL,BROADWAY,2584,2613,1,6,13,0,0,0
623424,623424,231914730,2330,18,Mission,1024,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,47,2,17,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,16100    FILBERT                      ST,BROADWAY,5232,1732,3,8,23,0,0,0
336526,336526,221106295,1000,10,Northeast,611,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,19,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,3800    EFFIE                        ST,BROADWAY,2964,3800,2,2,10,0,0,0
373986,373986,220312102,1100,2,Southwest,160,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0345 0416 0913 1218 1243 1813 1814 2000,30,0,7,130,MOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,4100 S  FIGUEROA                     ST,BROADWAY,2105,3723,2,5,11,1,0,0
361874,361874,221114594,600,10,Northeast,578,1,26,THEFT OF IDENTITY,1822,33,0,7,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,3300    DREW                         ST,BROADWAY,3230,4142,2,9,6,0,1,0
431289,431289,221909979,1450,18,Mission,1033,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394,46,2,7,63,WAREHOUSE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,15800    MONTE                        ST,BROADWAY,5134,1819,2,4,14,0,0,0
169224,169224,210615460,1650,5,Hollywood,289,1,60,BATTERY - SIMPLE ASSAULT,1822 0400 0444,18,0,17,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,6200    HOLLYWOOD                    BL,BROADWAY,3061,3348,1,8,16,1,0,0
609636,609636,230317745,4,2,Southwest,123,0,15,BURGLARY FROM VEHICLE,1822 0342 0216 0344 1612 0329 1300 0202,29,0,7,22,PARKING UNDERGROUND/BUILDING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,600 W  JEFFERSON                    BL,BROADWAY,2256,3761,3,9,0,0,0,1
115009,115009,201109628,145,10,Northeast,623,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 0431,20,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,6,ACADEMY,SCOTT,2806,4090,0,4,1,0,0,0
280936,280936,210714286,1940,6,Wilshire,360,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,2,7,87,TELECOMMUNICATION FACILITY/LOCATION,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,4700 W  PICO                         BL,BROADWAY,2517,3188,1,9,19,0,0,0
7832,7832,201410329,1800,13,Pacific,738,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,40,2,12,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,SAWTELLE                     BL,WESTMINSTER                  AV,2199,2334,0,3,18,0,0,0
146539,146539,200112471,30,0,Central,36,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1223 0340 0429 0430 1822 1414,49,2,17,0,STREET,1,HAND GUN,3,Invest Cont,6,6TH,GLADYS,2434,4152,0,4,0,0,0,0
195089,195089,210812685,1107,7,West LA,388,1,60,BATTERY - SIMPLE ASSAULT,0919 1300 0400 0416 0417 0334,21,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,2800    DEEP CANYON                  DR,BROADWAY,3267,2259,1,7,11,1,0,0
505751,505751,230811471,1707,7,West LA,411,1,26,THEFT OF IDENTITY,0377,25,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,10600    WILSHIRE                     BL,BROADWAY,2646,2236,3,5,17,0,1,0
259235,259235,211014988,930,9,West Valley,551,1,60,BATTERY - SIMPLE ASSAULT,1822 0444,58,0,17,60,RESTAURANT/FAST FOOD,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,17200    VENTURA                      BL,BROADWAY,3637,1495,1,10,9,1,0,0
595090,595090,231321002,1315,12,Newton,671,1,60,BATTERY - SIMPLE ASSAULT,1202 1802 0448 0913,59,0,7,154,OFFICE BUILDING/OFFICE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,2400 E  23RD                         ST,BROADWAY,2204,4269,3,10,13,1,0,0
623078,623078,231110373,1401,10,Northeast,579,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 2004 1822 0432,71,2,17,7,PARKING LOT,73,VERBAL THREAT,1,Adult Other,123,4800    YORK                         BL,BROADWAY,3253,4467,3,5,14,0,0,0
96354,96354,200116026,1750,0,Central,5,0,4,ROBBERY,0910 0416 1822 0344 2050 2052,39,2,7,299,MTA - GOLD LINE - CHINATOWN,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,4,900 N  SPRING                       ST,BROADWAY,2666,4216,0,7,17,1,0,0
498285,498285,231405940,2000,13,Pacific,749,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,45,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,4000    REDWOOD                      AV,BROADWAY,1937,2182,3,1,20,0,0,0
112585,112585,200217363,1711,1,Rampart,92,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,22,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1200 W  7TH                          ST,BROADWAY,2546,3915,0,10,17,0,1,0
261732,261732,211712643,1330,16,Devonshire,960,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0377 0930 0344,29,2,12,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,19600    NORDHOFF                     ST,BROADWAY,4384,974,1,7,13,0,0,0
473238,473238,220617617,1200,5,Hollywood,295,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 1501,24,2,7,128,HOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,1700 N  HIGHLAND                     AV,BROADWAY,3037,3156,2,7,12,0,0,0
158523,158523,210413591,1900,3,Hollenbeck,170,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0334 0400,42,2,7,0,STREET,43,OTHER CUTTING INSTRUMENT,3,Invest Cont,6,5300 E  HUNTINGTON DR,BROADWAY,2938,4911,1,8,19,0,0,0
606068,606068,230117192,1530,0,Central,38,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432,49,0,2,1,SIDEWALK,73,VERBAL THREAT,1,Adult Other,123,FIGUEROA,OLYMPIC,2514,3942,3,7,15,0,0,0
166609,166609,212104708,1520,20,Topanga,1164,0,40,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,28,2,18,52,LIQUOR STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,41,6300    PLATT                        AV,BROADWAY,3914,76,1,0,15,0,1,0
36370,36370,201217474,1440,11,77th Street,648,1,118,CHILD STEALING,0552 0913,30,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,119,6500 S  VERMONT                      AV,BROADWAY,1839,3656,0,6,14,0,0,0
409559,409559,220411948,2100,3,Hollenbeck,190,0,24,PICKPOCKET,0344,35,0,17,67,AUTO REPAIR SHOP,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,24,700 N  MISSION                      RD,BROADWAY,2619,4352,2,7,21,0,0,0
415406,415406,231604005,1605,15,Foothill,907,1,60,BATTERY - SIMPLE ASSAULT,0416,26,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,8300    AMBOY                        AV,BROADWAY,4245,2665,2,11,16,1,0,0
516024,516024,231218627,1500,11,77th Street,645,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 0360,81,0,2,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,1,Adult Other,123,6500    BRYNHURST                    AV,BROADWAY,1837,3235,3,7,15,0,0,0
642500,642500,230109095,1010,0,Central,34,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1218 2004 0603 0334 0400,48,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",32,OTHER KNIFE,0,Adult Arrest,6,500    SAN JULIAN                   ST,BROADWAY,2477,4123,3,2,10,0,0,0
163553,163553,211311824,2130,12,Newton,703,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0432 0913,30,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,63,600 E  54TH                         ST,BROADWAY,1964,3921,1,5,21,1,0,0
84448,84448,200808797,1200,7,West LA,438,0,13,BURGLARY,1822 1601 0344 1202,66,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,3100    GILMERTON                    AV,BROADWAY,2376,2454,0,3,12,0,1,0
192638,192638,211706826,1300,16,Devonshire,975,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0603 0361 0913 0329,59,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,79,8700    JUMILLA                      AV,BROADWAY,4320,942,1,2,13,0,0,0
599546,599546,230615124,2200,5,Hollywood,305,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0344,40,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,1100 N  CAHUENGA                     BL,BROADWAY,2938,3284,3,8,22,0,0,0
302276,302276,210115633,1300,0,Central,48,0,28,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1300 1601 0352 0354,33,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,28,700 W  9TH                          ST,BROADWAY,2489,3959,1,7,13,0,0,1
120778,120778,200809568,1955,7,West LA,398,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1251 1300 1312 1822,20,2,12,0,STREET,55,VEHICLE,3,Invest Cont,6,DEVON,LINDBROOK                    DR,2725,2285,0,4,19,0,0,0
498709,498709,231605414,2330,15,Foothill,885,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,35,2,1,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,10000    PINEWOOD                     AV,BROADWAY,4559,3666,3,1,23,0,0,0
124305,124305,201711392,50,16,Devonshire,969,0,15,BURGLARY FROM VEHICLE,0321 0344,29,2,12,3,DRIVEWAY,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,9300    SHOSHONE                     AV,BROADWAY,4424,1397,0,6,0,0,0,1
438579,438579,221007904,630,9,West Valley,538,1,60,BATTERY - SIMPLE ASSAULT,1822 0416,55,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,18600    HATTERAS                     ST,BROADWAY,3805,1188,2,3,6,1,0,0
554475,554475,231704503,855,16,Devonshire,941,0,84,BRANDISH WEAPON,0334 0443 1822 2004,50,2,17,179,SHOPPING MALL (COMMON AREA),62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,85,16900    SAN FERNANDO MISSION         BL,BROADWAY,4750,1571,3,0,8,1,0,0
254540,254540,212004675,1900,19,Olympic,1121,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,27,2,7,18,"PORCH, RESIDENTIAL",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,1000 S  KENMORE                      AV,BROADWAY,2540,3605,1,0,19,0,0,0
15929,15929,200708916,1555,6,Wilshire,359,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416,20,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,6,1400 S  CLOVERDALE                   AV,BROADWAY,2513,3057,0,3,15,0,0,0
473931,473931,220319108,510,2,Southwest,143,1,26,THEFT OF IDENTITY,1822 0100 0928,25,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,4900    LINSCOTT                     PL,BROADWAY,2229,3051,2,0,5,0,1,0
317588,317588,222004140,245,19,Olympic,1101,0,84,BRANDISH WEAPON,0302 0334 0359 1822,29,2,2,109,MINI-MART,1,HAND GUN,3,Invest Cont,85,3700    WILSHIRE                     BL,BROADWAY,2667,3526,2,0,2,1,0,0
567214,567214,240107104,1200,0,Central,5,0,13,BURGLARY,0344 1602,32,2,2,71,PUBLIC STORAGE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,1000 N  MAIN                         ST,BROADWAY,2658,4232,3,11,12,0,1,0
549739,549739,230115088,1702,0,Central,39,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,28,2,1,21,"VEHICLE, PASSENGER/TRUCK",62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,79,800 S  HILL                         ST,BROADWAY,2493,3988,3,5,17,0,0,0
440940,440940,220810850,1300,7,West LA,444,0,13,BURGLARY,1606 1822 0344,47,2,17,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,13,2800    WESTWOOD                     BL,BROADWAY,2366,2341,2,5,13,0,1,0
246858,246858,210207978,1530,1,Rampart,61,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1822 0104 0325,53,0,12,67,AUTO REPAIR SHOP,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,2700 W  TEMPLE                       ST,BROADWAY,2788,3796,1,3,15,0,1,0
273580,273580,210408215,130,3,Hollenbeck,205,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0411 1218,27,2,7,1,SIDEWALK,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,6,BOYLE,HOLLENBECK,2409,4379,1,4,1,0,0,0
548606,548606,230108417,1423,0,Central,38,0,18,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,23,2,7,112,DEPARTMENT STORE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,18,700 S  FIGUEROA                     ST,BROADWAY,2514,3942,3,2,14,0,1,0
596526,596526,241104424,1700,10,Northeast,590,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,2,17,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,WAYLAND                      ST,MT ANGELUS                   DR,3188,4703,3,11,17,0,0,0
638651,638651,231807767,1602,17,Southeast,999,1,121,THREATENING PHONE CALLS/LETTERS,2000 0432 1814 0913,28,0,7,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,1,Adult Other,122,9900    PALOMA                       AV,BROADWAY,1500,3935,3,2,16,0,0,0
14785,14785,200606047,247,5,Hollywood,296,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,35,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,800 N  JUNE                         ST,BROADWAY,2984,3231,0,1,2,0,0,0
11396,11396,201905234,900,18,Mission,1073,0,15,BURGLARY FROM VEHICLE,0344,25,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,15500    CHASE                        ST,BROADWAY,4276,1874,0,0,9,0,0,1
397591,397591,221314009,2215,12,Newton,702,1,60,BATTERY - SIMPLE ASSAULT,0446 0416 0400 0913 2004,65,2,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,55TH,AVALON                       ST,1956,3921,2,6,22,1,0,0
180851,180851,210110299,2300,0,Central,6,1,74,"BUNCO, PETTY THEFT",0910 0701 1822,45,2,17,23,BUS STOP,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,75,800 N  ALAMEDA                      ST,BROADWAY,2592,4198,1,4,23,0,1,0
636087,636087,232013557,1600,19,Olympic,1093,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,68,2,5,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,200 S  HOBART                       BL,BROADWAY,2743,3518,3,6,16,0,0,0
479279,479279,221511619,2045,14,N Hollywood,805,1,60,BATTERY - SIMPLE ASSAULT,0416 0603 0913 1601,58,0,2,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,13200    VANOWEN                      ST,BROADWAY,3970,2367,2,5,20,1,0,0
321070,321070,221317884,1530,12,Newton,702,0,84,BRANDISH WEAPON,0432 0913 1259 1251 0334 0361 0603,13,2,7,126,SINGLE FAMILY DWELLING,36,AXE,3,Invest Cont,85,100 E  54TH                         ST,BROADWAY,1964,3833,2,8,15,1,0,0
636890,636890,231710728,630,16,Devonshire,984,1,26,THEFT OF IDENTITY,0100 0922 0929 0930,30,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,8400    LINDLEY                      AV,BROADWAY,4280,1203,3,5,6,0,1,0
19872,19872,200112256,2025,0,Central,39,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 1202 1414 2004 1822 0334 0443,67,2,17,1,SIDEWALK,25,KNIFE WITH BLADE 6INCHES OR LESS,1,Adult Other,6,8TH,FLOWER,2504,3972,0,4,20,0,0,0
606094,606094,230315444,1635,2,Southwest,140,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,23,0,3,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1100 W  36TH                         ST,BROADWAY,2262,3640,3,6,16,0,1,0
678423,678423,241406271,1900,13,Pacific,721,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,71,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,3700    HUGHES                       AV,BROADWAY,2287,2567,4,1,19,0,0,0
626398,626398,231812810,604,17,Southeast,1018,1,26,THEFT OF IDENTITY,1822 0922 0924,38,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,12000 S  SAN PEDRO                    ST,BROADWAY,1312,3813,3,6,6,0,1,0
89037,89037,200209974,345,1,Rampart,64,0,13,BURGLARY,1822 2004 0216 1606,25,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,1100    LEMOYNE                      ST,BROADWAY,2788,3968,0,4,3,0,1,0
359934,359934,220314418,930,2,Southwest,133,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 0202 1822 1309,36,0,2,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,5900    BOWCROFT                     ST,BROADWAY,2224,2822,2,6,9,0,1,0
601721,601721,230607771,610,5,Hollywood,300,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0443 0400 1501 1402 0334 0910 2049 2051,36,2,7,208,MTA BUS,32,OTHER KNIFE,0,Adult Arrest,6,DOHENY,SANTA MONICA,2920,3296,3,2,6,0,0,0
67401,67401,201004864,1645,9,West Valley,535,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,1814 0444 2000,21,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,6600    WOODLEY                      AV,BROADWAY,3934,1737,0,0,16,1,0,0
533797,533797,230409523,2020,3,Hollenbeck,165,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 1822 0443,22,0,17,126,SINGLE FAMILY DWELLING,73,VERBAL THREAT,3,Invest Cont,123,600 S  AVENUE 61,BROADWAY,3083,4784,3,5,20,0,0,0
676857,676857,241106976,30,10,Northeast,608,0,24,PICKPOCKET,1822 0344,20,0,3,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,24,4200 W  SUNSET                       BL,BROADWAY,2969,3755,4,2,0,0,0,0
60105,60105,200609540,1500,5,Hollywood,287,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 1813 1821 1241 0913,55,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,1900    GRACE                        AV,BROADWAY,3083,3251,0,3,15,1,0,0
556289,556289,230318203,430,2,Southwest,157,0,15,BURGLARY FROM VEHICLE,0342 1822 1609 1307 0329 0344 0345,33,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,42ND                         PL,LA SALLE,2092,3516,3,9,4,0,0,1
540218,540218,230711845,1510,6,Wilshire,334,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0919 0416 1822,33,0,12,0,STREET,62,UNKNOWN WEAPON/OTHER WEAPON,1,Adult Other,6,LA BREA,2ND,2741,3133,3,6,15,0,0,0
596016,596016,230206120,1801,1,Rampart,54,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1300 1822 0385 1608 0329,73,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,16,4500    WILLOW BROOK                 AV,BROADWAY,2928,3681,3,1,18,0,0,0
495226,495226,230116303,1930,0,Central,34,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0413,24,2,7,1,SIDEWALK,69,LIQUOR/DRUGS,1,Adult Other,6,500 S  SAN PEDRO                    ST,BROADWAY,2468,4118,3,6,19,0,0,0
52812,52812,201218891,1830,11,77th Street,636,1,60,BATTERY - SIMPLE ASSAULT,1202 1218 0400 0416 1822 0429 2004,58,2,2,142,MISSIONS/SHELTERS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,5700 S  WESTERN                      AV,BROADWAY,1941,3484,0,7,18,1,0,0
164576,164576,212007847,1525,19,Olympic,1119,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0394,32,2,7,129,OTHER RESIDENCE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,W  OLYMPIC                      BL,S  SERRANO                      AV,2557,3510,1,3,15,0,1,0
574819,574819,230315581,937,2,Southwest,110,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 1310 0416 0446,18,0,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,JEFFERSON,LA CIENEGA,2299,2819,3,7,9,1,0,0
309056,309056,211318434,40,12,Newton,670,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,54,2,2,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,600 E  7TH                          ST,BROADWAY,2432,4114,1,10,0,0,0,0
35647,35647,201818685,1610,17,Southeast,991,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0443,33,0,7,53,OTHER BUSINESS,73,VERBAL THREAT,3,Invest Cont,123,8800 S  MAIN                         ST,BROADWAY,1599,3834,0,9,16,0,0,0
393290,393290,221207478,2330,11,77th Street,631,1,60,BATTERY - SIMPLE ASSAULT,0913 0416,40,3,18,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,61,5000 S  NORMANDIE                    AV,BROADWAY,2010,3571,2,2,23,1,0,0
323589,323589,220905198,2330,8,Van Nuys,463,1,60,BATTERY - SIMPLE ASSAULT,0416 0446,38,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,14100    GILMORE                      ST,BROADWAY,3908,2173,2,1,23,1,0,0
608273,608273,241305528,700,12,Newton,671,1,26,THEFT OF IDENTITY,0100,36,0,1,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,1200 S  SANTA FE                     AV,BROADWAY,2327,4273,3,0,7,0,1,0
